locus_tag	ftype	length_bp	gene	EC_number	COG	product
EBBPGFGJ_00312	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
EBBPGFGJ_00313	CDS	975	rtcB2_1	6.5.1.8		RNA-splicing ligase RtcB2
EBBPGFGJ_00314	CDS	162	rtcB2_2	6.5.1.8		RNA-splicing ligase RtcB2
EBBPGFGJ_00315	CDS	615	prfH			Peptide chain release factor 
EBBPGFGJ_00316	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
EBBPGFGJ_00317	CDS	459	gpt	2.4.2.-	COG2236	Xanthine-guanine phosphoribosyltransferase
EBBPGFGJ_00318	CDS	1245	frsA	3.1.1.1	COG1073	Esterase FrsA
EBBPGFGJ_00319	CDS	402	crl			Sigma factor-binding protein Crl
EBBPGFGJ_00320	CDS	1053	phoE			Outer membrane porin PhoE
EBBPGFGJ_00321	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
EBBPGFGJ_00322	CDS	1251	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
EBBPGFGJ_00323	tRNA	76				tRNA-Thr(cgt)
EBBPGFGJ_00324	CDS	303				hypothetical protein
EBBPGFGJ_00325	CDS	345	pduG_1			Propanediol dehydratase-reactivating factor large subunit
EBBPGFGJ_00326	CDS	417	ddrA			Diol dehydratase-reactivating factor large subunit
EBBPGFGJ_00327	CDS	300				hypothetical protein
EBBPGFGJ_00328	CDS	1233	ynfM_1		COG2814	Inner membrane transport protein YnfM
EBBPGFGJ_00329	CDS	1422	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
EBBPGFGJ_00330	CDS	627	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
EBBPGFGJ_00331	CDS	879				hypothetical protein
EBBPGFGJ_00332	CDS	915	dehH1	3.8.1.3		Haloacetate dehalogenase H-1
EBBPGFGJ_00333	CDS	966	dmlR		COG0583	HTH-type transcriptional regulator DmlR
EBBPGFGJ_00334	CDS	273				hypothetical protein
EBBPGFGJ_00335	CDS	399				hypothetical protein
EBBPGFGJ_00336	CDS	759	fimC_2		COG3121	Chaperone protein FimC
EBBPGFGJ_00337	CDS	1326				hypothetical protein
EBBPGFGJ_00338	CDS	2562	fimD_2		COG3188	Outer membrane usher protein FimD
EBBPGFGJ_00339	CDS	762	yadV		COG3121	putative fimbrial chaperone YadV
EBBPGFGJ_00340	CDS	537	sfaA			S-fimbrial protein subunit SfaA
EBBPGFGJ_00341	CDS	735				hypothetical protein
EBBPGFGJ_00342	CDS	300				hypothetical protein
EBBPGFGJ_00343	CDS	204				hypothetical protein
EBBPGFGJ_00344	CDS	1575	pdeN_1	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
EBBPGFGJ_00345	CDS	744				hypothetical protein
EBBPGFGJ_00346	CDS	489				hypothetical protein
EBBPGFGJ_00347	CDS	525	ail_1			Attachment invasion locus protein
EBBPGFGJ_00348	CDS	528				hypothetical protein
EBBPGFGJ_00349	CDS	360				hypothetical protein
EBBPGFGJ_00350	CDS	1458	oprM			Outer membrane protein OprM
EBBPGFGJ_00351	CDS	3168	mdsB			multidrug efflux RND transporter permease subunit MdsB
EBBPGFGJ_00352	CDS	1227	bepF			Efflux pump periplasmic linker BepF
EBBPGFGJ_00353	CDS	2289	golT			gold/copper-translocating P-type ATPase GolT
EBBPGFGJ_00354	CDS	465	hmrR_1			HTH-type transcriptional regulator HmrR
EBBPGFGJ_00355	CDS	195				hypothetical protein
EBBPGFGJ_00356	CDS	1254	nanX_1		COG2814	Sialic acid transporter NanX
EBBPGFGJ_00357	CDS	1959	mod	2.1.1.72		Type III restriction-modification enzyme StyLTI Mod subunit
EBBPGFGJ_00358	CDS	2973	res	3.1.21.5		Type III restriction-modification enzyme EcoP15I Res subunit
EBBPGFGJ_00359	CDS	102				hypothetical protein
EBBPGFGJ_00360	CDS	1404				hypothetical protein
EBBPGFGJ_00361	CDS	1011	appB_1	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
EBBPGFGJ_00362	CDS	132				hypothetical protein
EBBPGFGJ_00363	CDS	1005	rhaR_1			HTH-type transcriptional activator RhaR
EBBPGFGJ_00364	CDS	2091	fhuA_2		COG4774	Ferrichrome outer membrane transporter/phage receptor
EBBPGFGJ_00365	CDS	633	rhtC_1		COG1280	Threonine efflux protein
EBBPGFGJ_00366	CDS	276				hypothetical protein
EBBPGFGJ_00367	CDS	1626	prpR		COG3829	Propionate catabolism operon regulatory protein
EBBPGFGJ_00368	CDS	888	prpB	4.1.3.30		2-methylisocitrate lyase
EBBPGFGJ_00369	CDS	1170	prpC	2.3.3.5		2-methylcitrate synthase
EBBPGFGJ_00370	CDS	1452	prpD	4.2.1.79		2-methylcitrate dehydratase
EBBPGFGJ_00371	CDS	1887	acs_1	6.2.1.1		Acetyl-coenzyme A synthetase
EBBPGFGJ_00372	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
EBBPGFGJ_00373	CDS	2937				hypothetical protein
EBBPGFGJ_00374	CDS	624	iprA_2			Inhibitor of hydrogen peroxide resistance
EBBPGFGJ_00375	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
EBBPGFGJ_00376	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
EBBPGFGJ_00377	CDS	1095				hypothetical protein
EBBPGFGJ_00378	CDS	309	yaiY			Inner membrane protein YaiY
EBBPGFGJ_00379	CDS	216				hypothetical protein
EBBPGFGJ_00380	CDS	1113	ddlA	6.3.2.4		D-alanine--D-alanine ligase A
EBBPGFGJ_00381	CDS	684				hypothetical protein
EBBPGFGJ_00382	CDS	1212	sbnD_1		COG2814	Staphyloferrin B transporter
EBBPGFGJ_00383	CDS	261	iraP			Anti-adapter protein IraP
EBBPGFGJ_00384	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
EBBPGFGJ_00385	CDS	1113	dgcC	2.7.7.65	COG3706	putative diguanylate cyclase DgcC
EBBPGFGJ_00386	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
EBBPGFGJ_00387	CDS	456				hypothetical protein
EBBPGFGJ_00388	CDS	546	aroL	2.7.1.71	COG0703	Shikimate kinase 2
EBBPGFGJ_00389	CDS	192	yaiA			putative protein YaiA
EBBPGFGJ_00390	CDS	678				hypothetical protein
EBBPGFGJ_00391	CDS	285	ppnP	2.4.2.1		Pyrimidine/purine nucleoside phosphorylase
EBBPGFGJ_00392	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
EBBPGFGJ_00393	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
EBBPGFGJ_00394	CDS	1173	araJ		COG2814	Putative transporter AraJ
EBBPGFGJ_00395	CDS	3141	sbcC		COG0419	Nuclease SbcCD subunit C
EBBPGFGJ_00396	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
EBBPGFGJ_00397	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
EBBPGFGJ_00398	CDS	1296	phoR	2.7.13.3	COG5002	Phosphate regulon sensor protein PhoR
EBBPGFGJ_00399	CDS	1320	brnQ		COG1114	Branched-chain amino acid permease BrnQ
EBBPGFGJ_00400	CDS	1371	proY		COG1113	Proline-specific permease ProY
EBBPGFGJ_00401	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
EBBPGFGJ_00402	CDS	603	ahpC_1	1.11.1.26	COG0450	Alkyl hydroperoxide reductase C
EBBPGFGJ_00403	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
EBBPGFGJ_00404	CDS	1065	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EBBPGFGJ_00405	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
EBBPGFGJ_00406	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
EBBPGFGJ_00407	CDS	1815	secD		COG0342	Protein translocase subunit SecD
EBBPGFGJ_00408	CDS	972	secF		COG0341	Protein translocase subunit SecF
EBBPGFGJ_00409	CDS	366				hypothetical protein
EBBPGFGJ_00410	CDS	693	siwR		COG2378	Stress-involved WYL domain-containing regulator
EBBPGFGJ_00411	CDS	348				hypothetical protein
EBBPGFGJ_00412	CDS	108				hypothetical protein
EBBPGFGJ_00413	CDS	864	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
EBBPGFGJ_00414	CDS	540	yajI		COG4238	putative lipoprotein YajI
EBBPGFGJ_00415	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
EBBPGFGJ_00416	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
EBBPGFGJ_00417	CDS	471	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
EBBPGFGJ_00418	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
EBBPGFGJ_00419	CDS	978	thiL	2.7.4.16		Thiamine-monophosphate kinase
EBBPGFGJ_00420	CDS	516	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
EBBPGFGJ_00421	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
EBBPGFGJ_00422	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
EBBPGFGJ_00423	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
EBBPGFGJ_00424	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
EBBPGFGJ_00425	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
EBBPGFGJ_00426	CDS	798	phnV			Putative 2-aminoethylphosphonate transport system permease protein PhnV
EBBPGFGJ_00427	CDS	861	phnU			Putative 2-aminoethylphosphonate transport system permease protein PhnU
EBBPGFGJ_00428	CDS	1110	phnT			Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
EBBPGFGJ_00429	CDS	1014	phnS			Putative 2-aminoethylphosphonate-binding periplasmic protein
EBBPGFGJ_00430	CDS	720	phnR			Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
EBBPGFGJ_00431	CDS	1104	phnW	2.6.1.37		2-aminoethylphosphonate--pyruvate transaminase
EBBPGFGJ_00432	CDS	810	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
EBBPGFGJ_00433	CDS	591	yajL_1	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
EBBPGFGJ_00434	CDS	912	panE_1	1.1.1.169		2-dehydropantoate 2-reductase
EBBPGFGJ_00435	CDS	492	yajQ			Cyclic di-GMP-binding protein YajQ
EBBPGFGJ_00436	CDS	1365	yajR		COG2814	Inner membrane transport protein YajR
EBBPGFGJ_00437	CDS	1512				hypothetical protein
EBBPGFGJ_00438	CDS	1494				hypothetical protein
EBBPGFGJ_00439	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
EBBPGFGJ_00440	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
EBBPGFGJ_00441	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
EBBPGFGJ_00442	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
EBBPGFGJ_00443	CDS	957	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
EBBPGFGJ_00444	CDS	1482	ampG		COG2223	Anhydromuropeptide permease
EBBPGFGJ_00445	CDS	633				hypothetical protein
EBBPGFGJ_00446	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
EBBPGFGJ_00447	CDS	1299	tig	5.2.1.8		Trigger factor
EBBPGFGJ_00448	CDS	624	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
EBBPGFGJ_00449	CDS	1272	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
EBBPGFGJ_00450	CDS	2355	lon_1			Lon protease
EBBPGFGJ_00451	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
EBBPGFGJ_00452	CDS	1872	ppiD		COG0760	Periplasmic chaperone PpiD
EBBPGFGJ_00453	CDS	375			COG1555	putative protein
EBBPGFGJ_00454	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
EBBPGFGJ_00455	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
EBBPGFGJ_00456	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
EBBPGFGJ_00457	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
EBBPGFGJ_00458	CDS	1056	cds1	4.4.1.1	COG0031	L-cysteine desulfhydrase Cds1
EBBPGFGJ_00459	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
EBBPGFGJ_00460	CDS	1773	smdA			multidrug efflux ABC transporter permease/ATP-binding subunit SmdA
EBBPGFGJ_00461	CDS	1782	smdB			multidrug efflux ABC transporter permease/ATP-binding subunit SmdB
EBBPGFGJ_00462	CDS	339	glnK		COG0347	Nitrogen regulatory protein GlnK
EBBPGFGJ_00463	CDS	1287	amtB		COG0004	Ammonium transporter AmtB
EBBPGFGJ_00464	CDS	861	tesB	3.1.2.20	COG1946	Acyl-CoA thioesterase 2
EBBPGFGJ_00465	CDS	570	ybaY		COG3126	putative lipoprotein YbaY
EBBPGFGJ_00466	CDS	312	atl		COG3695	DNA base-flipping protein
EBBPGFGJ_00467	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
EBBPGFGJ_00468	CDS	261	rpmE2		COG0254	Large ribosomal subunit protein bL31B
EBBPGFGJ_00469	CDS	471	ylaC			Inner membrane protein YlaC
EBBPGFGJ_00470	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
EBBPGFGJ_00471	CDS	219	hha			Hemolysin expression-modulating protein Hha
EBBPGFGJ_00472	CDS	375	tomB			Hha toxicity modulator TomB
EBBPGFGJ_00473	CDS	3150	acrB_1			multidrug efflux RND transporter permease subunit AcrB
EBBPGFGJ_00474	CDS	1194	acrA		COG0845	Multidrug efflux pump subunit AcrA
EBBPGFGJ_00475	CDS	654	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
EBBPGFGJ_00476	CDS	3363	mscK		COG1196	Mechanosensitive channel MscK
EBBPGFGJ_00477	CDS	936				ISNCY family transposase ISRor2
EBBPGFGJ_00478	CDS	168				hypothetical protein
EBBPGFGJ_00479	CDS	516	priC		COG3923	Replication restart protein PriC
EBBPGFGJ_00480	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
EBBPGFGJ_00481	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
EBBPGFGJ_00482	CDS	1929	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
EBBPGFGJ_00483	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
EBBPGFGJ_00484	CDS	606	recR		COG0353	Recombination protein RecR
EBBPGFGJ_00485	CDS	1875	htpG		COG0326	Chaperone protein HtpG
EBBPGFGJ_00486	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
EBBPGFGJ_00487	CDS	963	hemH	4.98.1.1	COG0276	Ferrochelatase
EBBPGFGJ_00488	CDS	972	aes	3.1.1.-		Acetyl esterase
EBBPGFGJ_00489	CDS	1350	gsk	2.7.1.73	COG0524	Guanosine-inosine kinase
EBBPGFGJ_00490	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
EBBPGFGJ_00491	CDS	126				hypothetical protein
EBBPGFGJ_00492	CDS	1221	fsr		COG2223	Fosmidomycin resistance protein
EBBPGFGJ_00493	CDS	1653	ushA		COG0737	Protein UshA
EBBPGFGJ_00494	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
EBBPGFGJ_00495	CDS	795				hypothetical protein
EBBPGFGJ_00496	CDS	828				hypothetical protein
EBBPGFGJ_00497	CDS	2502	copA	7.2.2.8		Copper-exporting P-type ATPase
EBBPGFGJ_00498	CDS	417	cueR			HTH-type transcriptional regulator CueR
EBBPGFGJ_00499	CDS	453	ybbJ		COG1585	Inner membrane protein YbbJ
EBBPGFGJ_00500	CDS	918	qmcA		COG0330	Protein QmcA
EBBPGFGJ_00501	CDS	678	fetA	7.2.2.-	COG4619	putative iron export ATP-binding protein FetA
EBBPGFGJ_00502	CDS	780	fetB		COG0390	putative iron export permease protein FetB
EBBPGFGJ_00503	CDS	855	cnoX		COG3118	Chaperedoxin
EBBPGFGJ_00504	CDS	771	capC	1.1.1.-		NADPH-dependent 3-dehydrocapnine reductase
EBBPGFGJ_00505	CDS	585	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
EBBPGFGJ_00506	CDS	687	lolD_1	7.6.2.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
EBBPGFGJ_00507	CDS	2415				hypothetical protein
EBBPGFGJ_00508	CDS	105				hypothetical protein
EBBPGFGJ_00509	CDS	1134				hypothetical protein
EBBPGFGJ_00510	CDS	831	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
EBBPGFGJ_00511	CDS	1017	metN_2	7.4.2.11	COG1135	Methionine import ATP-binding protein MetN
EBBPGFGJ_00512	CDS	660	metP		COG2011	Methionine import system permease protein MetP
EBBPGFGJ_00513	CDS	1095	selU	2.9.1.3		tRNA 2-selenouridine synthase
EBBPGFGJ_00514	CDS	927	allS		COG0583	HTH-type transcriptional activator AllS
EBBPGFGJ_00515	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
EBBPGFGJ_00516	CDS	819	allR		COG1414	HTH-type transcriptional repressor AllR
EBBPGFGJ_00517	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
EBBPGFGJ_00518	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
EBBPGFGJ_00519	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
EBBPGFGJ_00520	CDS	1248	sauU_1		COG2271	putative sulfoacetate transporter SauU
EBBPGFGJ_00521	CDS	1455	ybbW		COG1953	Putative allantoin permease
EBBPGFGJ_00522	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
EBBPGFGJ_00523	CDS	1299	ybbY		COG2233	Putative purine permease YbbY
EBBPGFGJ_00524	CDS	1149	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
EBBPGFGJ_00525	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
EBBPGFGJ_00526	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
EBBPGFGJ_00527	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
EBBPGFGJ_00528	CDS	1665	allF	2.1.3.5	COG0074	Oxamate carbamoyltransferase subunit AllF
EBBPGFGJ_00529	CDS	1260	allG	2.1.3.5	COG0074	Oxamate carbamoyltransferase subunit AllG
EBBPGFGJ_00530	CDS	810	allH	2.1.3.5		Oxamate carbamoyltransferase subunit AllH
EBBPGFGJ_00531	CDS	894	allK	2.7.2.2	COG0549	Carbamate kinase
EBBPGFGJ_00532	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
EBBPGFGJ_00533	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
EBBPGFGJ_00534	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
EBBPGFGJ_00535	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
EBBPGFGJ_00536	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
EBBPGFGJ_00537	CDS	825				hypothetical protein
EBBPGFGJ_00538	CDS	438				hypothetical protein
EBBPGFGJ_00539	CDS	546	ybcI		COG1988	Inner membrane protein YbcI
EBBPGFGJ_00540	CDS	213	ybcJ		COG2501	Putative RNA-binding protein YbcJ
EBBPGFGJ_00541	CDS	867	folD		COG0190	Bifunctional protein FolD protein
EBBPGFGJ_00542	CDS	558	fimA_2			Type-1 fimbrial protein, A chain
EBBPGFGJ_00543	CDS	534	fimA_3			Type-1 fimbrial protein, A chain
EBBPGFGJ_00544	CDS	693	sfmC_2		COG3121	putative fimbrial chaperone SfmC
EBBPGFGJ_00545	CDS	2613	sfmD		COG3188	Outer membrane usher protein SfmD
EBBPGFGJ_00546	CDS	1008	sfmH_2		COG3539	putative fimbrial-like protein SfmH
EBBPGFGJ_00547	CDS	519	sfmF		COG3539	putative fimbrial-like protein SfmF
EBBPGFGJ_00548	CDS	633	bvgA		COG2197	Virulence factors putative positive transcription regulator BvgA
EBBPGFGJ_00549	CDS	723				hypothetical protein
EBBPGFGJ_00550	CDS	309				hypothetical protein
EBBPGFGJ_00551	CDS	597				hypothetical protein
EBBPGFGJ_00552	tRNA	77				tRNA-Arg(tct)
EBBPGFGJ_00553	CDS	273				hypothetical protein
EBBPGFGJ_00554	CDS	219				hypothetical protein
EBBPGFGJ_00555	CDS	159				hypothetical protein
EBBPGFGJ_00556	CDS	1641	gtrC1			putative glucosyltransferase GtrC1
EBBPGFGJ_00557	CDS	927	yfdH_1	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
EBBPGFGJ_00558	CDS	363	yfdG		COG2246	Prophage bactoprenol-linked glucose translocase 
EBBPGFGJ_00559	CDS	330	cusS	2.7.13.3	COG5002	Sensor histidine kinase CusS
EBBPGFGJ_00560	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
EBBPGFGJ_00561	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
EBBPGFGJ_00562	CDS	237	rclB			putative protein RclB
EBBPGFGJ_00563	CDS	561	rclC		COG3059	Inner membrane protein RclC
EBBPGFGJ_00564	CDS	1176				hypothetical protein
EBBPGFGJ_00565	CDS	1395	pheP		COG1113	Phenylalanine-specific permease
EBBPGFGJ_00566	CDS	1248	ybdG		COG0668	Mechanosensing system component YbdG
EBBPGFGJ_00567	CDS	1971	lip-1	3.1.1.3		Lipase 1
EBBPGFGJ_00568	CDS	2730	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
EBBPGFGJ_00569	CDS	987	frlB_1	3.5.-.-	COG2222	Fructosamine deglycase FrlB
EBBPGFGJ_00570	CDS	1062	glmS_1	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
EBBPGFGJ_00571	CDS	855	manZ_1		COG3716	PTS system mannose-specific EIID component
EBBPGFGJ_00572	CDS	744	sorC		COG3715	PTS system sorbose-specific EIIC component
EBBPGFGJ_00573	CDS	471	sorB_1	2.7.1.206		PTS system sorbose-specific EIIB component
EBBPGFGJ_00574	CDS	450				hypothetical protein
EBBPGFGJ_00575	CDS	654	nfsB	1.-.-.-		Oxygen-insensitive NAD(P)H nitroreductase
EBBPGFGJ_00576	CDS	369				hypothetical protein
EBBPGFGJ_00577	CDS	582	ramR			Transcriptional regulator RamR
EBBPGFGJ_00578	CDS	342	ramA			Transcriptional regulator RamA
EBBPGFGJ_00579	CDS	249				hypothetical protein
EBBPGFGJ_00580	CDS	1119	ybdK	6.3.2.2		Putative glutamate--cysteine ligase 2
EBBPGFGJ_00581	CDS	705				hypothetical protein
EBBPGFGJ_00582	CDS	2256	fepA		COG4771	Ferrienterobactin receptor
EBBPGFGJ_00583	CDS	1215	fes	3.1.1.108	COG2382	Iron(III) enterobactin esterase
EBBPGFGJ_00584	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
EBBPGFGJ_00585	CDS	3885	entF	6.3.2.14	COG1020	Enterobactin synthase component F
EBBPGFGJ_00586	CDS	1137	fepE		COG3765	Ferric enterobactin transport protein FepE
EBBPGFGJ_00587	CDS	795	fepC	7.2.2.17	COG1120	Ferric enterobactin transport ATP-binding protein FepC
EBBPGFGJ_00588	CDS	990	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
EBBPGFGJ_00589	CDS	1008	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
EBBPGFGJ_00590	CDS	1245	entS		COG0477	Enterobactin exporter EntS
EBBPGFGJ_00591	CDS	957	fepB		COG4592	Ferric enterobactin-binding periplasmic protein FepB
EBBPGFGJ_00592	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
EBBPGFGJ_00593	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
EBBPGFGJ_00594	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
EBBPGFGJ_00595	CDS	756	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
EBBPGFGJ_00596	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
EBBPGFGJ_00597	CDS	2106	cstA		COG1966	Peptide transporter CstA
EBBPGFGJ_00598	CDS	198				hypothetical protein
EBBPGFGJ_00599	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
EBBPGFGJ_00600	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
EBBPGFGJ_00601	CDS	618	ybdM		COG1475	putative protein YbdM
EBBPGFGJ_00602	CDS	1236	cysH_1	1.8.4.8		Adenosine 5'-phosphosulfate reductase
EBBPGFGJ_00603	CDS	903	ybdO_2		COG0583	putative HTH-type transcriptional regulator YbdO
EBBPGFGJ_00604	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
EBBPGFGJ_00605	CDS	564	ahpC_2	1.11.1.26		Alkyl hydroperoxide reductase C
EBBPGFGJ_00606	CDS	1566	ahpF	1.8.1.-		Alkyl hydroperoxide reductase subunit F
EBBPGFGJ_00607	CDS	561	torD_1			Chaperone protein TorD
EBBPGFGJ_00608	CDS	2280	ynfE_1	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
EBBPGFGJ_00609	CDS	558	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
EBBPGFGJ_00610	CDS	768				hypothetical protein
EBBPGFGJ_00611	CDS	429	uspG		COG0589	Universal stress protein UP12
EBBPGFGJ_00612	CDS	1239		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
EBBPGFGJ_00613	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
EBBPGFGJ_00614	CDS	807	rna	4.6.1.21	COG3719	Ribonuclease I
EBBPGFGJ_00615	CDS	1464	ttdT		COG0471	L-tartrate/succinate antiporter
EBBPGFGJ_00616	CDS	897	citG_2	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
EBBPGFGJ_00617	CDS	552	citX_2	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
EBBPGFGJ_00618	CDS	1530	citF_2	4.1.3.6	COG3051	Citrate lyase alpha chain
EBBPGFGJ_00619	CDS	909	citE_2	4.1.3.6	COG2301	Citrate lyase subunit beta
EBBPGFGJ_00620	CDS	297	citD_2		COG3052	Citrate lyase acyl carrier protein
EBBPGFGJ_00621	CDS	1077	citC_2	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
EBBPGFGJ_00622	CDS	1662	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
EBBPGFGJ_00623	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
